year,zip_code,crimes_count,victims_count,victims_count_male,victims_count_female,victims_count_age_below_24,victims_count_age_between_25_44,victims_count_age_above_45,victims_count_white,victims_count_black,victims_count_hispanic,victims_count_other_races
2017,90057,2978,2545,1320,1217,974,1188,816,310.0,390.0,1482.0,601.0
2017,90058,327,216,141,122,151,122,54,9.0,50.0,181.0,23.0
2017,90059,2011,1683,699,1050,781,782,448,38.0,786.0,844.0,123.0
2017,90061,1849,1520,704,888,707,662,480,45.0,760.0,709.0,113.0
2017,90062,2464,2096,937,1180,826,875,763,95.0,1030.0,883.0,211.0
2017,90063,484,358,169,205,193,178,113,13.0,8.0,342.0,25.0
2017,90064,1720,1384,789,638,514,555,651,737.0,114.0,225.0,549.0
2017,90065,1881,1388,862,710,711,655,515,374.0,63.0,873.0,267.0
2017,90066,1928,1577,937,756,542,733,653,886.0,117.0,344.0,406.0
2017,90067,63,50,20,32,21,14,28,33.0,4.0,5.0,20.0
2017,90068,1379,1143,665,551,377,587,415,753.0,95.0,148.0,294.0
2017,90069,404,353,224,151,89,198,117,251.0,25.0,37.0,69.0
2017,90071,295,260,169,105,72,145,78,81.0,57.0,90.0,56.0
2017,90073,33,29,17,12,7,15,11,18.0,4.0,4.0,5.0
2017,90077,247,222,122,103,39,70,138,136.0,13.0,22.0,62.0
2017,90079,8,8,8,0,2,2,4,1.0,1.0,6.0,0.0
2017,90089,603,556,326,208,392,156,55,191.0,60.0,97.0,243.0
2017,90090,95,74,53,40,41,36,18,24.0,3.0,44.0,22.0
2017,90094,240,191,115,93,67,97,76,108.0,34.0,13.0,60.0
2017,90095,15,11,3,9,7,6,2,6.0,3.0,2.0,3.0
2017,90210,193,175,75,104,42,51,100,127.0,4.0,13.0,39.0
2017,90211,16,14,6,8,5,8,3,5.0,2.0,4.0,5.0
2017,90230,408,310,158,178,153,145,110,94.0,47.0,149.0,64.0
2017,90232,50,36,26,17,24,16,10,14.0,9.0,11.0,11.0
2017,90245,12,11,2,9,2,4,6,2.0,3.0,5.0,1.0
2017,90247,521,386,195,218,190,189,142,31.0,124.0,202.0,74.0
2017,90248,393,260,209,103,174,112,107,53.0,68.0,105.0,123.0
2017,90262,3,3,2,1,2,1,0,0.0,2.0,1.0,0.0
2017,90272,581,484,258,239,151,150,280,389.0,10.0,37.0,108.0
2017,90275,54,20,28,13,40,5,9,9.0,1.0,10.0,30.0
2017,90291,2578,2106,1382,907,763,1115,700,1416.0,203.0,335.0,409.0
2017,90292,588,490,284,235,152,227,209,339.0,52.0,45.0,101.0
2017,90293,572,459,254,233,181,210,181,297.0,60.0,52.0,95.0
2017,90305,1,1,0,1,0,0,1,0.0,1.0,0.0,0.0
2017,90402,73,62,29,33,18,15,40,49.0,2.0,6.0,8.0
2017,90404,12,12,10,2,4,6,2,5.0,2.0,5.0,0.0
2017,90405,15,11,9,4,6,6,3,7.0,0.0,4.0,2.0
2017,90501,702,499,290,270,325,226,151,66.0,92.0,282.0,149.0
2017,90502,77,42,38,17,44,13,20,11.0,6.0,19.0,30.0
2017,90710,925,705,389,390,351,305,269,143.0,123.0,346.0,207.0
2017,90717,97,66,33,45,44,19,34,24.0,4.0,35.0,24.0
2017,90731,3873,2912,1728,1549,1494,1207,1172,1086.0,350.0,1373.0,647.0
2017,90732,641,525,298,270,189,178,274,285.0,44.0,145.0,116.0
2017,90744,2855,2048,1176,1115,1254,836,765,283.0,171.0,1577.0,384.0
2017,90810,1,1,1,0,0,0,1,0.0,0.0,1.0,0.0
2017,91040,704,582,356,266,190,222,292,330.0,16.0,134.0,142.0
2017,91042,849,729,423,345,207,287,355,347.0,18.0,180.0,224.0
2017,91214,14,13,6,8,3,4,7,8.0,0.0,3.0,3.0
2017,91303,2368,2208,1299,922,552,1030,786,736.0,143.0,766.0,579.0
2017,91304,1928,1730,932,813,492,795,641,603.0,162.0,651.0,343.0
2017,91306,2085,1833,978,876,543,831,711,549.0,156.0,735.0,435.0
2017,91307,957,893,486,409,172,351,434,446.0,44.0,147.0,259.0
2017,91311,2019,1505,874,724,715,576,728,771.0,115.0,420.0,509.0
2017,91316,1326,1128,649,569,316,430,580,574.0,79.0,174.0,407.0
2017,91324,2451,1627,945,795,1135,662,654,712.0,126.0,574.0,858.0
2017,91325,1275,1029,552,506,489,383,403,390.0,104.0,335.0,340.0
2017,91326,1015,847,468,400,258,297,460,388.0,55.0,143.0,353.0
2017,91330,62,54,31,25,31,16,15,16.0,3.0,22.0,15.0
2017,91331,3985,3277,1736,1748,1451,1488,1046,349.0,185.0,2655.0,304.0
2017,91335,3469,2778,1659,1419,1157,1207,1105,915.0,188.0,1240.0,741.0
2017,91340,350,285,147,153,135,140,75,32.0,18.0,226.0,24.0
2017,91342,3695,3092,1645,1590,1173,1403,1119,522.0,232.0,2147.0,339.0
2017,91343,3054,2454,1357,1250,1135,1091,828,599.0,174.0,1409.0,506.0
2017,91344,2501,1972,1089,949,795,756,950,853.0,105.0,606.0,717.0
2017,91345,962,785,454,385,300,357,305,205.0,45.0,463.0,128.0
2017,91352,2387,1892,1067,946,839,844,704,439.0,86.0,1204.0,299.0
2017,91356,1733,1396,924,676,484,528,721,764.0,96.0,200.0,543.0
2017,91364,1588,1466,856,627,293,595,700,754.0,102.0,176.0,455.0
2017,91367,2391,2209,1296,929,477,932,982,1080.0,199.0,265.0,684.0
2017,91371,1,1,1,0,1,0,0,0.0,0.0,1.0,0.0
2017,91401,2184,1836,1023,887,615,849,720,662.0,196.0,655.0,477.0
2017,91402,3295,2705,1537,1342,1153,1321,821,325.0,205.0,1871.0,488.0
2017,91403,1383,1216,668,574,289,606,488,650.0,104.0,205.0,340.0
2017,91405,3024,2455,1318,1229,1051,1164,809,546.0,242.0,1296.0,614.0
2017,91406,2738,2202,1328,1109,940,1045,753,738.0,200.0,1080.0,439.0
2017,91411,1814,1520,886,682,585,739,490,470.0,156.0,672.0,380.0
2017,91423,1871,1601,835,812,488,773,610,929.0,99.0,316.0,413.0
2017,91436,714,599,369,305,175,202,337,380.0,22.0,96.0,180.0
2017,91504,62,48,29,19,22,14,26,20.0,2.0,8.0,18.0
2017,91505,70,64,34,30,13,34,23,22.0,5.0,27.0,11.0
2017,91601,2942,2383,1479,1161,1009,1209,724,1086.0,358.0,788.0,466.0
2017,91602,920,749,496,343,253,348,319,526.0,72.0,120.0,137.0
2017,91604,1861,1482,932,761,531,727,603,1074.0,126.0,184.0,369.0
2017,91605,3389,2538,1669,1254,1311,1176,902,779.0,221.0,1344.0,653.0
2017,91606,2430,1792,1228,875,919,860,651,701.0,132.0,839.0,482.0
2017,91607,1428,1144,707,573,430,526,472,715.0,111.0,208.0,277.0
2017,91608,14,12,9,5,2,9,3,4.0,3.0,3.0,4.0
2018,90001,963,745,374,409,381,353,229,23.0,246.0,475.0,71.0
2018,90002,2523,2036,916,1217,956,917,650,47.0,900.0,1116.0,157.0
2018,90003,6208,4960,2297,2928,2404,2237,1567,136.0,2186.0,2704.0,385.0
2018,90004,3710,2988,1610,1450,1216,1462,1032,711.0,297.0,1263.0,1046.0
2018,90005,2239,1788,945,923,774,892,573,288.0,231.0,707.0,836.0
2018,90006,3230,2579,1348,1287,1139,1190,901,222.0,273.0,1583.0,834.0
2018,90007,3215,2757,1390,1280,1696,983,536,517.0,520.0,1070.0,860.0
2018,90008,2899,2556,983,1369,935,946,1018,135.0,1687.0,432.0,462.0
2018,90010,758,612,355,291,262,291,205,128.0,89.0,205.0,300.0
2018,90011,5287,4131,2248,2315,2140,1952,1195,109.0,953.0,3327.0,185.0
2018,90012,3175,2729,1664,1219,905,1438,832,688.0,508.0,1020.0,793.0
2018,90013,3836,3520,2156,1501,742,1635,1459,824.0,1341.0,1025.0,565.0
2018,90014,1620,1437,936,576,338,715,567,372.0,473.0,452.0,270.0
2018,90015,3410,2918,1748,1297,1076,1565,769,553.0,529.0,1422.0,686.0
2018,90016,3179,2738,1146,1350,1160,1137,882,281.0,1137.0,885.0,611.0
2018,90017,2996,2505,1513,1057,1105,1313,578,505.0,565.0,1127.0,637.0
2018,90018,2831,2436,1058,1307,953,999,879,199.0,942.0,1068.0,312.0
2018,90019,3844,3250,1757,1710,1151,1496,1197,607.0,866.0,1350.0,722.0
2018,90020,1945,1561,864,741,691,802,452,270.0,203.0,479.0,852.0
2018,90021,2198,1697,1264,723,718,851,629,369.0,444.0,884.0,311.0
2018,90023,1866,1223,817,639,908,596,362,181.0,47.0,1081.0,242.0
2018,90024,1283,1039,533,518,463,406,414,538.0,70.0,105.0,518.0
2018,90025,2625,2042,1096,989,837,1040,748,1053.0,138.0,250.0,1057.0
2018,90026,3710,3037,1513,1543,1248,1525,937,1004.0,245.0,1365.0,685.0
2018,90027,2763,2127,1322,992,888,1148,727,1079.0,195.0,545.0,744.0
2018,90028,5768,4497,2743,1803,2192,2535,1041,1878.0,833.0,1046.0,1769.0
2018,90029,1786,1452,776,703,599,754,433,368.0,153.0,688.0,391.0
2018,90031,1775,1268,784,673,736,602,437,263.0,71.0,907.0,295.0
2018,90032,1603,1250,651,692,585,583,435,151.0,51.0,1000.0,179.0
2018,90033,3098,2375,1322,1316,1232,1047,819,287.0,116.0,2012.0,327.0
2018,90034,2317,1850,1050,903,730,955,632,777.0,258.0,488.0,570.0
2018,90035,1502,1285,694,612,370,570,562,651.0,183.0,153.0,409.0
2018,90036,2731,2348,1447,1109,698,1258,775,1198.0,330.0,383.0,654.0
2018,90037,4476,3802,1756,2033,1646,1708,1122,175.0,1298.0,2173.0,364.0
2018,90038,1914,1529,925,637,677,809,428,561.0,206.0,594.0,423.0
2018,90039,1328,980,651,444,446,497,385,531.0,44.0,312.0,296.0
2018,90041,1075,733,476,387,465,304,306,328.0,51.0,288.0,308.0
2018,90042,2056,1559,885,802,796,696,564,433.0,74.0,965.0,329.0
2018,90043,2712,2315,1001,1336,827,932,953,111.0,1487.0,632.0,253.0
2018,90044,5741,4729,2075,2770,2080,2130,1531,120.0,2267.0,2284.0,388.0
2018,90045,3766,2745,1780,1313,1412,1303,1051,1168.0,627.0,549.0,937.0
2018,90046,2172,1820,1114,779,605,1033,534,1075.0,240.0,201.0,541.0
2018,90047,3108,2591,1171,1448,1021,1100,987,87.0,1646.0,786.0,304.0
2018,90048,1889,1614,1055,762,475,885,529,802.0,205.0,331.0,484.0
2018,90049,1340,1138,528,620,295,471,574,742.0,42.0,95.0,381.0
2018,90056,18,16,10,6,2,1,15,3.0,11.0,1.0,1.0
2018,90057,2989,2543,1298,1199,980,1238,771,279.0,386.0,1443.0,641.0
2018,90058,358,272,157,154,138,137,83,17.0,49.0,214.0,32.0
2018,90059,1994,1687,691,1037,712,759,523,28.0,746.0,910.0,80.0
2018,90061,2002,1629,714,989,765,760,477,47.0,839.0,724.0,168.0
2018,90062,2560,2215,973,1203,822,946,792,94.0,1098.0,875.0,267.0
2018,90063,445,348,176,193,152,170,123,23.0,6.0,327.0,20.0
2018,90064,1805,1422,785,693,569,594,642,751.0,156.0,222.0,568.0
2018,90065,2003,1496,920,714,747,710,546,443.0,69.0,890.0,336.0
2018,90066,1873,1584,926,759,479,749,645,873.0,130.0,347.0,392.0
2018,90067,68,60,33,27,10,22,36,31.0,7.0,6.0,23.0
2018,90068,1393,1181,643,557,363,615,415,747.0,103.0,165.0,281.0
2018,90069,398,352,221,144,101,175,122,224.0,30.0,34.0,87.0
2018,90071,410,352,246,133,105,197,108,116.0,84.0,115.0,81.0
2018,90073,34,29,14,15,6,20,8,17.0,3.0,4.0,6.0
2018,90077,257,233,114,123,39,80,138,156.0,11.0,13.0,67.0
2018,90079,6,5,4,1,2,2,2,1.0,1.0,3.0,0.0
2018,90089,608,512,298,231,394,158,56,166.0,69.0,96.0,269.0
2018,90090,89,69,49,31,30,44,15,24.0,3.0,35.0,24.0
2018,90094,242,207,116,101,60,105,77,106.0,39.0,15.0,60.0
2018,90095,28,26,16,10,10,9,9,13.0,3.0,7.0,4.0
2018,90210,247,231,134,98,37,82,128,132.0,13.0,19.0,76.0
2018,90211,14,11,5,6,4,5,5,7.0,1.0,2.0,3.0
2018,90230,391,302,179,150,137,152,102,83.0,40.0,150.0,72.0
2018,90232,50,39,25,20,16,22,12,25.0,3.0,8.0,14.0
2018,90245,9,7,9,0,4,5,0,3.0,2.0,2.0,2.0
2018,90247,569,448,227,243,199,213,157,27.0,148.0,236.0,81.0
2018,90248,363,237,136,117,159,114,90,40.0,70.0,87.0,107.0
2018,90262,1,1,1,0,0,0,1,1.0,0.0,0.0,0.0
2018,90272,589,516,246,273,125,167,297,381.0,14.0,42.0,122.0
2018,90275,30,20,12,10,15,9,6,9.0,2.0,8.0,9.0
2018,90290,2,2,0,2,0,2,0,2.0,0.0,0.0,0.0
2018,90291,2814,2386,1545,1033,781,1195,838,1561.0,264.0,334.0,499.0
2018,90292,644,522,326,244,184,256,204,356.0,49.0,59.0,121.0
2018,90293,490,416,229,206,129,170,191,253.0,49.0,48.0,99.0
2018,90402,73,66,25,42,18,22,33,59.0,3.0,3.0,3.0
2018,90404,7,6,3,3,1,5,1,4.0,0.0,0.0,3.0
2018,90405,28,24,11,14,6,16,6,18.0,2.0,0.0,5.0
2018,90501,671,491,262,250,309,202,160,87.0,86.0,229.0,185.0
2018,90502,80,43,23,24,43,20,17,7.0,9.0,16.0,41.0
2018,90710,957,716,360,369,385,325,247,155.0,147.0,309.0,207.0
2018,90717,87,71,40,33,35,25,27,23.0,1.0,38.0,17.0
2018,90731,3445,2672,1328,1433,1354,1069,1022,933.0,353.0,1196.0,595.0
2018,90732,603,482,241,252,204,138,261,283.0,37.0,108.0,122.0
2018,90744,2814,2045,1032,1072,1205,913,696,273.0,198.0,1481.0,440.0
2018,90810,2,1,1,0,2,0,0,1.0,0.0,0.0,0.0
2018,91040,735,616,373,284,198,240,297,349.0,17.0,145.0,146.0
2018,91042,835,693,414,325,209,313,313,343.0,23.0,184.0,189.0
2018,91214,16,10,7,6,6,5,5,8.0,0.0,1.0,4.0
2018,91302,1,1,1,0,0,0,1,1.0,0.0,0.0,0.0
2018,91303,2396,2187,1323,881,593,1087,716,666.0,146.0,739.0,655.0
2018,91304,2017,1810,953,864,549,844,624,605.0,138.0,697.0,393.0
2018,91306,2004,1767,913,863,497,814,693,495.0,143.0,751.0,410.0
2018,91307,944,897,516,382,169,325,450,466.0,52.0,149.0,232.0
2018,91311,1969,1447,788,682,731,540,698,650.0,111.0,448.0,555.0
2018,91316,1333,1137,658,593,333,454,546,605.0,87.0,178.0,383.0
2018,91324,2187,1514,735,805,1002,591,594,540.0,128.0,555.0,835.0
2018,91325,1201,972,510,486,448,367,386,359.0,94.0,316.0,333.0
2018,91326,927,790,409,384,217,258,452,362.0,42.0,130.0,349.0
2018,91330,73,66,36,31,34,22,17,13.0,6.0,24.0,25.0
2018,91331,3896,3112,1630,1675,1507,1389,1000,324.0,209.0,2515.0,264.0
2018,91335,3155,2466,1584,1207,1119,1046,990,822.0,173.0,1148.0,666.0
2018,91340,358,296,177,140,122,142,94,38.0,26.0,227.0,26.0
2018,91342,3274,2691,1448,1387,1106,1201,967,530.0,176.0,1854.0,288.0
2018,91343,2984,2399,1340,1199,1130,1041,813,511.0,222.0,1422.0,475.0
2018,91344,2068,1612,828,801,711,607,750,663.0,91.0,514.0,642.0
2018,91345,1001,838,502,391,292,414,295,208.0,42.0,524.0,125.0
2018,91352,2342,1812,1129,862,846,812,684,501.0,90.0,1107.0,298.0
2018,91356,1656,1354,885,664,467,532,657,770.0,105.0,200.0,481.0
2018,91364,1425,1343,725,631,249,528,648,723.0,99.0,144.0,391.0
2018,91367,2301,2110,1223,908,454,940,907,1012.0,205.0,277.0,638.0
2018,91401,2249,1905,1076,920,614,865,770,740.0,189.0,629.0,502.0
2018,91402,3281,2624,1463,1351,1231,1237,813,411.0,193.0,1789.0,433.0
2018,91403,1331,1157,634,565,303,560,468,641.0,92.0,186.0,328.0
2018,91405,2910,2340,1232,1220,993,1131,786,554.0,244.0,1184.0,579.0
2018,91406,2888,2223,1410,1108,1033,1037,818,771.0,215.0,1072.0,485.0
2018,91411,1812,1526,897,705,503,791,518,480.0,161.0,691.0,363.0
2018,91423,1775,1533,793,794,435,748,592,856.0,105.0,290.0,421.0
2018,91436,698,585,345,316,167,195,336,373.0,36.0,58.0,201.0
2018,91504,60,44,27,22,19,21,20,23.0,4.0,8.0,14.0
2018,91505,88,83,50,33,15,45,28,24.0,3.0,41.0,16.0
2018,91601,2794,2282,1459,1050,863,1214,717,955.0,367.0,686.0,563.0
2018,91602,1007,818,518,391,272,404,331,514.0,86.0,129.0,201.0
2018,91604,2043,1634,1072,786,560,796,687,1059.0,143.0,205.0,519.0
2018,91605,3123,2387,1604,1100,1146,1133,844,603.0,219.0,1268.0,697.0
2018,91606,2157,1654,1071,836,796,768,593,521.0,126.0,783.0,533.0
2018,91607,1321,1082,644,524,375,520,426,608.0,117.0,200.0,282.0
2018,91608,11,8,8,3,5,0,6,6.0,2.0,1.0,2.0
2019,90001,908,690,330,388,387,323,198,15.0,254.0,414.0,97.0
2019,90002,2405,1946,785,1199,894,884,627,43.0,798.0,1092.0,185.0
2019,90003,6124,4933,2259,2844,2347,2326,1451,145.0,2127.0,2671.0,463.0
2019,90004,3314,2645,1398,1283,1111,1304,899,619.0,288.0,1149.0,954.0
2019,90005,1991,1563,823,761,681,804,506,231.0,244.0,596.0,761.0
2019,90006,3092,2436,1264,1201,1139,1139,814,183.0,248.0,1548.0,817.0
2019,90007,3281,2867,1413,1353,1665,1051,565,522.0,493.0,1215.0,841.0
2019,90008,2515,2236,789,1220,867,853,795,117.0,1410.0,402.0,400.0
2019,90010,756,607,323,277,274,300,182,114.0,86.0,195.0,316.0
2019,90011,5327,4194,2257,2386,2141,2010,1176,157.0,878.0,3428.0,203.0
2019,90012,3497,2823,1804,1268,1143,1474,880,732.0,541.0,1079.0,953.0
2019,90013,3819,3431,2094,1498,700,1628,1491,763.0,1367.0,982.0,618.0
2019,90014,1623,1435,965,561,363,711,549,372.0,506.0,448.0,252.0
2019,90015,3212,2654,1598,1207,1073,1487,652,485.0,551.0,1275.0,647.0
2019,90016,2945,2613,1129,1244,1037,1009,899,309.0,1011.0,875.0,509.0
2019,90017,3491,2855,1814,1198,1303,1527,661,663.0,581.0,1291.0,812.0
2019,90018,2700,2350,969,1275,946,916,838,187.0,916.0,999.0,306.0
2019,90019,3668,3122,1672,1591,1079,1426,1163,653.0,845.0,1138.0,723.0
2019,90020,1835,1414,748,688,671,744,420,242.0,147.0,440.0,860.0
2019,90021,2173,1675,1251,698,688,919,566,389.0,413.0,841.0,355.0
2019,90023,1741,1141,764,585,863,538,340,184.0,40.0,1003.0,232.0
2019,90024,1219,971,479,510,411,388,420,528.0,69.0,90.0,486.0
2019,90025,2459,1916,1018,913,782,949,728,991.0,144.0,250.0,928.0
2019,90026,3742,3040,1577,1483,1249,1658,835,1068.0,254.0,1288.0,782.0
2019,90027,2619,2013,1141,938,820,1088,711,938.0,156.0,461.0,848.0
2019,90028,5479,4266,2582,1748,2073,2447,959,1678.0,802.0,1056.0,1730.0
2019,90029,1648,1364,757,619,543,678,427,385.0,120.0,631.0,390.0
2019,90031,1876,1367,842,683,798,617,461,268.0,84.0,932.0,352.0
2019,90032,1424,1116,573,623,554,469,401,150.0,29.0,895.0,178.0
2019,90033,3005,2328,1248,1304,1197,1071,737,281.0,129.0,1933.0,330.0
2019,90034,2335,1873,1028,924,733,988,614,805.0,270.0,445.0,619.0
2019,90035,1425,1200,711,513,354,589,482,600.0,165.0,151.0,403.0
2019,90036,2589,2279,1426,1022,656,1191,742,1120.0,292.0,352.0,691.0
2019,90037,4575,3847,1838,1992,1667,1721,1187,209.0,1277.0,2199.0,398.0
2019,90038,1955,1551,864,714,688,800,467,556.0,250.0,553.0,475.0
2019,90039,1275,958,583,423,400,537,338,517.0,39.0,277.0,305.0
2019,90041,938,604,360,288,442,227,269,240.0,35.0,246.0,339.0
2019,90042,1846,1436,782,714,656,670,520,385.0,74.0,880.0,308.0
2019,90043,2368,1996,820,1162,807,826,735,94.0,1294.0,510.0,260.0
2019,90044,5291,4262,1795,2523,1937,2004,1350,108.0,2111.0,1957.0,491.0
2019,90045,3691,2679,1542,1278,1472,1195,1024,1046.0,574.0,572.0,1086.0
2019,90046,2221,1911,1184,788,624,1066,531,1006.0,244.0,316.0,558.0
2019,90047,3075,2433,1039,1422,1090,1069,916,79.0,1591.0,717.0,347.0
2019,90048,1854,1587,1114,666,516,862,476,791.0,199.0,270.0,529.0
2019,90049,1178,1008,494,521,267,432,479,644.0,41.0,83.0,344.0
2019,90056,11,10,3,7,1,5,5,4.0,5.0,1.0,0.0
2019,90057,2875,2448,1325,1136,925,1176,774,346.0,340.0,1469.0,521.0
2019,90058,295,217,127,110,115,121,59,10.0,40.0,168.0,22.0
2019,90059,2075,1757,675,1126,724,880,471,41.0,731.0,972.0,122.0
2019,90061,1929,1534,666,901,771,706,452,52.0,746.0,715.0,149.0
2019,90062,2417,2086,863,1109,841,837,739,103.0,962.0,836.0,288.0
2019,90063,430,324,167,182,175,152,103,16.0,9.0,308.0,32.0
2019,90064,1610,1288,722,581,507,545,558,668.0,117.0,214.0,523.0
2019,90065,1907,1398,801,661,742,636,529,340.0,66.0,885.0,358.0
2019,90066,1945,1593,885,754,526,748,671,881.0,119.0,334.0,458.0
2019,90067,79,63,32,31,20,26,33,38.0,7.0,7.0,22.0
2019,90068,1380,1150,638,541,377,587,416,701.0,126.0,140.0,307.0
2019,90069,395,354,218,153,93,192,110,218.0,34.0,27.0,100.0
2019,90071,367,317,221,117,99,175,93,91.0,74.0,108.0,82.0
2019,90073,38,35,18,18,4,18,16,17.0,7.0,7.0,5.0
2019,90077,242,221,126,97,35,65,142,132.0,12.0,26.0,60.0
2019,90079,5,5,3,2,0,4,1,2.0,2.0,1.0,0.0
2019,90089,664,587,331,232,445,157,62,169.0,74.0,108.0,304.0
2019,90090,130,92,75,34,63,52,15,36.0,2.0,61.0,28.0
2019,90094,270,237,129,112,62,133,75,124.0,37.0,16.0,81.0
2019,90095,41,37,25,12,14,16,11,14.0,6.0,4.0,17.0
2019,90210,234,213,123,93,43,68,123,133.0,19.0,14.0,58.0
2019,90211,16,13,9,4,7,6,3,6.0,3.0,2.0,4.0
2019,90230,410,337,181,165,124,153,133,104.0,44.0,145.0,76.0
2019,90232,47,36,21,17,16,17,14,14.0,6.0,12.0,13.0
2019,90245,11,7,6,2,4,5,2,2.0,1.0,4.0,3.0
2019,90247,626,458,211,255,243,225,158,51.0,161.0,218.0,93.0
2019,90248,337,226,125,110,151,95,91,36.0,50.0,95.0,109.0
2019,90262,1,1,0,1,0,0,1,0.0,1.0,0.0,0.0
2019,90272,604,498,239,264,158,157,289,371.0,16.0,37.0,138.0
2019,90275,44,29,17,14,20,16,8,8.0,5.0,10.0,20.0
2019,90291,2788,2261,1368,987,817,1150,821,1461.0,254.0,298.0,614.0
2019,90292,606,512,286,240,142,240,224,328.0,56.0,54.0,126.0
2019,90293,543,463,266,210,140,226,177,274.0,44.0,80.0,104.0
2019,90402,50,40,22,19,11,12,27,36.0,1.0,3.0,5.0
2019,90404,8,7,4,3,2,4,2,3.0,0.0,1.0,3.0
2019,90405,29,26,11,17,4,10,15,12.0,5.0,6.0,6.0
2019,90501,757,540,294,279,322,265,170,89.0,88.0,289.0,200.0
2019,90502,100,54,29,34,49,29,22,13.0,17.0,19.0,40.0
2019,90710,814,637,323,324,285,275,254,153.0,106.0,274.0,198.0
2019,90717,89,65,29,39,37,27,25,26.0,7.0,24.0,22.0
2019,90731,3268,2499,1222,1359,1216,1075,977,812.0,359.0,1171.0,582.0
2019,90732,499,389,200,193,164,148,187,195.0,36.0,115.0,112.0
2019,90744,2787,2001,973,1118,1188,923,676,242.0,186.0,1507.0,498.0
2019,90810,4,3,4,0,2,1,1,0.0,0.0,3.0,1.0
2019,91040,644,518,322,234,184,217,243,257.0,14.0,155.0,132.0
2019,91042,773,645,363,318,197,265,311,289.0,29.0,172.0,192.0
2019,91105,2,2,1,1,0,2,0,0.0,0.0,0.0,2.0
2019,91201,2,1,1,0,1,0,1,0.0,1.0,0.0,1.0
2019,91214,13,10,9,4,4,4,5,11.0,0.0,0.0,2.0
2019,91303,2391,2205,1376,855,524,1123,744,720.0,142.0,721.0,654.0
2019,91304,1699,1524,836,700,431,655,613,546.0,121.0,589.0,291.0
2019,91306,1770,1568,832,748,403,730,637,474.0,127.0,659.0,336.0
2019,91307,843,796,445,359,144,304,395,433.0,41.0,144.0,186.0
2019,91311,1794,1382,707,690,636,525,633,615.0,124.0,395.0,514.0
2019,91316,1180,989,604,489,301,410,469,521.0,92.0,168.0,315.0
2019,91324,2006,1274,656,631,1011,517,478,423.0,82.0,543.0,828.0
2019,91325,1215,967,476,506,472,388,355,357.0,84.0,326.0,337.0
2019,91326,847,694,374,325,240,237,370,297.0,53.0,127.0,314.0
2019,91330,51,42,19,23,20,25,6,10.0,11.0,12.0,16.0
2019,91331,3674,2893,1580,1498,1407,1323,944,287.0,182.0,2386.0,228.0
2019,91335,3006,2404,1549,1177,1013,1128,865,839.0,169.0,1111.0,621.0
2019,91340,380,315,190,143,134,137,109,32.0,23.0,244.0,36.0
2019,91342,3002,2471,1321,1250,1037,1082,883,404.0,158.0,1782.0,240.0
2019,91343,2600,2057,1144,1024,974,931,695,462.0,165.0,1219.0,415.0
2019,91344,1997,1576,801,785,689,580,728,635.0,89.0,506.0,616.0
2019,91345,874,733,412,355,261,330,283,160.0,53.0,454.0,103.0
2019,91352,2350,1824,1172,851,832,854,664,419.0,83.0,1142.0,384.0
2019,91356,1534,1228,861,589,456,512,566,706.0,96.0,223.0,426.0
2019,91364,1398,1285,748,554,245,516,637,718.0,93.0,137.0,361.0
2019,91367,2053,1903,1129,789,394,848,811,938.0,185.0,273.0,523.0
2019,91401,2036,1691,963,771,579,801,656,618.0,157.0,611.0,469.0
2019,91402,2940,2430,1314,1199,1027,1179,734,328.0,177.0,1599.0,425.0
2019,91403,1149,964,534,446,296,499,354,491.0,87.0,156.0,341.0
2019,91405,2845,2257,1175,1152,1005,1123,717,511.0,247.0,1183.0,571.0
2019,91406,2602,1974,1273,994,978,931,693,725.0,184.0,976.0,425.0
2019,91411,1561,1268,704,596,484,625,452,430.0,130.0,517.0,366.0
2019,91423,1579,1287,629,687,445,621,513,727.0,95.0,234.0,430.0
2019,91436,647,511,360,244,171,191,285,344.0,20.0,57.0,190.0
2019,91504,43,34,15,19,15,12,16,18.0,0.0,5.0,11.0
2019,91505,51,41,25,20,15,16,20,11.0,4.0,24.0,7.0
2019,91601,2658,2124,1454,921,868,1125,665,929.0,363.0,634.0,494.0
2019,91602,866,687,431,337,237,349,280,424.0,60.0,115.0,182.0
2019,91604,1829,1446,962,695,536,691,602,947.0,132.0,198.0,433.0
2019,91605,3011,2340,1564,1075,1066,1099,846,580.0,169.0,1327.0,599.0
2019,91606,2009,1587,957,807,679,717,613,520.0,126.0,695.0,454.0
2019,91607,1266,1039,631,512,347,526,393,606.0,95.0,203.0,262.0
2019,91608,18,15,10,8,8,6,4,4.0,6.0,5.0,3.0
2020,90001,773,558,276,300,332,278,163,16.0,199.0,349.0,72.0
2020,90002,2354,1820,803,1042,919,882,553,26.0,722.0,1061.0,198.0
2020,90003,5846,4435,2017,2519,2423,2155,1268,139.0,1807.0,2477.0,570.0
2020,90004,2914,2151,1170,1003,1105,1090,719,529.0,245.0,924.0,845.0
2020,90005,2004,1482,804,691,748,793,463,238.0,230.0,615.0,712.0
2020,90006,2996,2159,1055,1124,1183,1040,773,176.0,249.0,1314.0,867.0
2020,90007,2865,2215,1184,952,1484,879,502,420.0,433.0,915.0,712.0
